NOSE_X,NOSE_Y,LEFT_EYE_INNER_X,LEFT_EYE_INNER_Y,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_OUTER_X,LEFT_EYE_OUTER_Y,RIGHT_EYE_INNER_X,RIGHT_EYE_INNER_Y,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_OUTER_X,RIGHT_EYE_OUTER_Y,LEFT_EAR_X,LEFT_EAR_Y,RIGHT_EAR_X,RIGHT_EAR_Y,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_PINKY_X,LEFT_PINKY_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,LEFT_INDEX_X,LEFT_INDEX_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,LEFT_THUMB_X,LEFT_THUMB_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,LEFT_HEEL_X,LEFT_HEEL_Y,RIGHT_HEEL_X,RIGHT_HEEL_Y,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y
0.5697778463363647,0.11832300573587418,0.5799872279167175,0.09908827394247055,0.5866214036941528,0.10060703009366989,0.5931401252746582,0.10174371302127838,0.5569809079170227,0.0967319905757904,0.5484586954116821,0.0968436524271965,0.5407845377922058,0.09678088128566742,0.6038697361946106,0.11982109397649765,0.5262957811355591,0.11516010016202927,0.5838639140129089,0.1514301896095276,0.5529472231864929,0.14726141095161438,0.6616930961608887,0.27278241515159607,0.47662797570228577,0.276332288980484,0.6896782517433167,0.44225814938545227,0.44736915826797485,0.4508393108844757,0.6150933504104614,0.6126114726066589,0.5377539992332458,0.6098138689994812,0.5936622619628906,0.6745170950889587,0.5571283102035522,0.6626132726669312,0.5816031098365784,0.6569971442222595,0.567944347858429,0.6397145390510559,0.588403582572937,0.6328164935112,0.5646079778671265,0.6240660548210144,0.6273766756057739,0.6519749760627747,0.508334755897522,0.6493185758590698,0.6307556629180908,0.9523708820343018,0.5165043473243713,0.9532433152198792,0.6437016725540161,1.2307239770889282,0.4931122660636902,1.2074661254882812,0.6399590969085693,1.2595107555389404,0.49139267206192017,1.2363582849502563,0.634727418422699,1.3344873189926147,0.5060611963272095,1.3067052364349365
0.5669456720352173,0.11938467621803284,0.5775130391120911,0.10003092885017395,0.5852551460266113,0.10131128877401352,0.592269778251648,0.10300875455141068,0.555359959602356,0.09923242032527924,0.5462888479232788,0.10010064393281937,0.5373388528823853,0.10127647966146469,0.6030457019805908,0.1227513998746872,0.5223009586334229,0.12060819566249847,0.579302191734314,0.15223059058189392,0.5500327348709106,0.1504225730895996,0.6572234034538269,0.2745794951915741,0.4752407670021057,0.2783398926258087,0.6888682842254639,0.44228601455688477,0.4447612166404724,0.45013442635536194,0.6215319037437439,0.605817437171936,0.5402644872665405,0.6099039316177368,0.6030911207199097,0.6711892485618591,0.5607770085334778,0.6622893214225769,0.5902915596961975,0.6542216539382935,0.5726178884506226,0.6371874213218689,0.5956664681434631,0.6292492151260376,0.5689924955368042,0.6218233108520508,0.6279652714729309,0.6550207734107971,0.5106800198554993,0.6513188481330872,0.6293649673461914,0.9483996033668518,0.5172166228294373,0.9566323161125183,0.6428203582763672,1.22933030128479,0.49537935853004456,1.206953763961792,0.6384907960891724,1.259955644607544,0.4942539632320404,1.235443115234375,0.6387258768081665,1.3333903551101685,0.5044813752174377,1.3044289350509644
0.706996738910675,0.10552321374416351,0.7162798047065735,0.08399259299039841,0.7221582531929016,0.08524198830127716,0.7293691039085388,0.08665789663791656,0.6939745545387268,0.08283542096614838,0.6846363544464111,0.08370049297809601,0.6758139729499817,0.08468380570411682,0.7390403151512146,0.10359372198581696,0.6604262590408325,0.10221637040376663,0.7190216183662415,0.1387929469347,0.6896339654922485,0.13673149049282074,0.7969852685928345,0.24776223301887512,0.6106704473495483,0.24439433217048645,0.83111172914505,0.42746904492378235,0.5852315425872803,0.4343229830265045,0.7540358304977417,0.5900880098342896,0.6841317415237427,0.6036266684532166,0.7337815165519714,0.6584432721138,0.7040594816207886,0.6564109921455383,0.7233995199203491,0.6257089972496033,0.7194678783416748,0.6267821788787842,0.7279183268547058,0.5998223423957825,0.7159351706504822,0.6096016764640808,0.7546157240867615,0.6360995769500732,0.636537492275238,0.6281364560127258,0.7490395903587341,0.9412082433700562,0.654750406742096,0.9392890930175781,0.7580087780952454,1.211767315864563,0.6322008371353149,1.1959513425827026,0.7544602155685425,1.2438085079193115,0.6294946074485779,1.2238459587097168,0.7548977136611938,1.305942416191101,0.6434541940689087,1.2910786867141724
0.5880409479141235,0.093919537961483,0.6032215356826782,0.073973648250103,0.6111487150192261,0.07614681124687195,0.6186521053314209,0.07818111777305603,0.5787302851676941,0.07076360285282135,0.5702570080757141,0.07082559168338776,0.5630089044570923,0.0710853710770607,0.6322154402732849,0.09685077518224716,0.551277220249176,0.08681540191173553,0.6039018034934998,0.12635056674480438,0.5713241696357727,0.12062079459428787,0.6818892359733582,0.24642865359783173,0.4990951418876648,0.2619078457355499,0.6968003511428833,0.4234839081764221,0.4540114998817444,0.43105828762054443,0.6041005849838257,0.5819233059883118,0.5070810914039612,0.5876544117927551,0.5777343511581421,0.6465234756469727,0.5194675922393799,0.6438926458358765,0.5650166869163513,0.626776933670044,0.5329463481903076,0.6247721910476685,0.569801926612854,0.6042972803115845,0.5303906202316284,0.6046543717384338,0.6445152163505554,0.6312796473503113,0.5244046449661255,0.6315591931343079,0.6370788812637329,0.9497594237327576,0.5286585688591003,0.9568439722061157,0.6630068421363831,1.2107042074203491,0.5189610123634338,1.2024917602539062,0.6655357480049133,1.2384098768234253,0.5217858552932739,1.2297580242156982,0.6416842937469482,1.3180029392242432,0.5243810415267944,1.3001044988632202
0.6072615385055542,0.12224563211202621,0.6202627420425415,0.10389796644449234,0.628739595413208,0.10543131083250046,0.6352599263191223,0.10693763941526413,0.5964678525924683,0.10225590318441391,0.5891414880752563,0.10290420800447464,0.5803648233413696,0.10372438281774521,0.6467115879058838,0.12266240268945694,0.5707852244377136,0.1209842711687088,0.6234689950942993,0.15494558215141296,0.5903979539871216,0.15194030106067657,0.6979490518569946,0.282304584980011,0.523734986782074,0.2699492871761322,0.7333428263664246,0.44959622621536255,0.49349111318588257,0.43493711948394775,0.676667332649231,0.5990980863571167,0.5931288599967957,0.5887798070907593,0.6584498286247253,0.6598857045173645,0.609376072883606,0.6388217210769653,0.6462392807006836,0.6415589451789856,0.6236242055892944,0.6155661940574646,0.6512798070907593,0.6191757321357727,0.6210806965827942,0.5998680591583252,0.6565980911254883,0.6427077054977417,0.5407547354698181,0.626854658126831,0.6377188563346863,0.9592244625091553,0.5489014387130737,0.9487008452415466,0.6397689580917358,1.2229591608047485,0.5243822932243347,1.1927571296691895,0.6350110173225403,1.255560278892517,0.5210459232330322,1.2208592891693115,0.6381362080574036,1.3121143579483032,0.5339950919151306,1.289470911026001
0.5657598376274109,0.09481413662433624,0.5774864554405212,0.06463843584060669,0.5849964022636414,0.06463991105556488,0.5928643345832825,0.06486336141824722,0.5535939931869507,0.06418262422084808,0.5439395308494568,0.06420072168111801,0.5358157753944397,0.0641886368393898,0.6038250923156738,0.07425834238529205,0.5243582129478455,0.07256986200809479,0.5791937112808228,0.12412940710783005,0.5504456758499146,0.12527431547641754,0.6656124591827393,0.23417411744594574,0.47436219453811646,0.24376799166202545,0.7040532827377319,0.43497902154922485,0.4546733796596527,0.44766318798065186,0.629974365234375,0.5815261006355286,0.5291637182235718,0.6004977822303772,0.613803505897522,0.6339808106422424,0.5462199449539185,0.6611357927322388,0.6009925603866577,0.6161587238311768,0.5664435029029846,0.6400523781776428,0.6032613515853882,0.5966173410415649,0.5640169978141785,0.6188616156578064,0.629732608795166,0.6348640322685242,0.5217525362968445,0.6385022401809692,0.6396915316581726,0.9168782830238342,0.5276396870613098,0.9178323745727539,0.6413430571556091,1.0987550020217896,0.5195164680480957,1.0948238372802734,0.6398656964302063,1.120415449142456,0.5255406498908997,1.1096535921096802,0.6471854448318481,1.1948448419570923,0.5108627080917358,1.1778316497802734
0.5872443318367004,0.0899932011961937,0.5965717434883118,0.06275201588869095,0.6033256649971008,0.06317579746246338,0.6090545058250427,0.06351937353610992,0.5761476755142212,0.0603322796523571,0.5671696066856384,0.05892297998070717,0.5573002696037292,0.057411078363657,0.6146562099456787,0.07291150838136673,0.5403493642807007,0.06477576494216919,0.5946940779685974,0.11931663006544113,0.5696676969528198,0.11829207837581635,0.651515543460846,0.24145632982254028,0.48519864678382874,0.2060249298810959,0.6796786189079285,0.436405211687088,0.48865827918052673,0.4344192147254944,0.6541616916656494,0.5903788208961487,0.5785759091377258,0.5984675288200378,0.6458045244216919,0.6457111239433289,0.5911486148834229,0.658883810043335,0.6373772025108337,0.6356597542762756,0.6087044477462769,0.645734965801239,0.6372902393341064,0.6168462038040161,0.6083429455757141,0.62464439868927,0.6262817978858948,0.6171706914901733,0.5216971039772034,0.6138740181922913,0.6341527700424194,0.902558445930481,0.5348778963088989,0.9100614786148071,0.6376195549964905,1.1414170265197754,0.5179995894432068,1.1235239505767822,0.6271787881851196,1.1712290048599243,0.5115762948989868,1.145835280418396,0.659448504447937,1.239102840423584,0.5240310430526733,1.214241623878479
0.5979540944099426,0.10770571976900101,0.6086605191230774,0.07448875159025192,0.6160152554512024,0.07293207943439484,0.6213892102241516,0.07132122665643692,0.5842409729957581,0.07636404037475586,0.5760173201560974,0.07589229941368103,0.5679066777229309,0.0754530131816864,0.6302952766418457,0.07707048952579498,0.5579366683959961,0.08283945173025131,0.6103119254112244,0.13297612965106964,0.5806677341461182,0.13359540700912476,0.6790871024131775,0.206598699092865,0.5098665952682495,0.203277587890625,0.6817828416824341,0.4244047999382019,0.5077455043792725,0.4433436095714569,0.624056875705719,0.5885190963745117,0.5695663094520569,0.6330214738845825,0.6111505031585693,0.6475324630737305,0.577690601348877,0.6904429197311401,0.6002116203308105,0.6343372464179993,0.5977744460105896,0.6832345724105835,0.6037936210632324,0.6105778217315674,0.597142219543457,0.6614867448806763,0.628982424736023,0.60202556848526,0.5264406800270081,0.6041780114173889,0.6315080523490906,0.884204626083374,0.5226977467536926,0.8844802379608154,0.6432542204856873,1.1337010860443115,0.49633726477622986,1.1222107410430908,0.6359682679176331,1.1648215055465698,0.4964570105075836,1.1509640216827393,0.6506047248840332,1.2304474115371704,0.5017887353897095,1.2206143140792847
0.5677989721298218,0.09399387985467911,0.5786967277526855,0.06677509099245071,0.5864527225494385,0.06598760932683945,0.5935165286064148,0.06540526449680328,0.5547307729721069,0.06947837769985199,0.5466150045394897,0.07044436782598495,0.5397287607192993,0.07156305760145187,0.6027100086212158,0.07390046119689941,0.5323411226272583,0.08365661650896072,0.5834845304489136,0.12078890949487686,0.551594078540802,0.12335086613893509,0.671604573726654,0.23939825594425201,0.4783782958984375,0.2272648960351944,0.7209823727607727,0.43526512384414673,0.42514848709106445,0.414322167634964,0.6480814814567566,0.5259055495262146,0.49816957116127014,0.5363239645957947,0.6254708170890808,0.5633541345596313,0.5231615304946899,0.5790860056877136,0.6134783029556274,0.543943464756012,0.5351346731185913,0.5605943202972412,0.6186425685882568,0.5301142930984497,0.529424786567688,0.5452187657356262,0.6290255784988403,0.6179720163345337,0.5184980034828186,0.6175107359886169,0.6289485692977905,0.9279115796089172,0.5240009427070618,0.9229202270507812,0.6404882669448853,1.1590826511383057,0.5259653329849243,1.1455671787261963,0.6402817964553833,1.1870601177215576,0.530049204826355,1.171650767326355,0.6402076482772827,1.2536133527755737,0.5260618329048157,1.2345960140228271
0.4721229672431946,0.1205979585647583,0.4837910532951355,0.08933771401643753,0.4924290180206299,0.08672334998846054,0.500524640083313,0.08404086530208588,0.45878395438194275,0.09581664204597473,0.4524715840816498,0.09767453372478485,0.44774070382118225,0.09986478835344315,0.5147393345832825,0.09093009680509567,0.44363123178482056,0.10913293808698654,0.49255862832069397,0.14250785112380981,0.46044468879699707,0.14836077392101288,0.5943266749382019,0.22910833358764648,0.4025181233882904,0.24006572365760803,0.645348310470581,0.4383642375469208,0.36312729120254517,0.42982521653175354,0.5317348837852478,0.55035400390625,0.4138954281806946,0.5555652379989624,0.5087078213691711,0.5942422151565552,0.432476669549942,0.6117769479751587,0.4941079020500183,0.5687711238861084,0.44539785385131836,0.592589259147644,0.5017498731613159,0.5540899038314819,0.44205242395401,0.570313572883606,0.5518612861633301,0.6444469094276428,0.4399018883705139,0.6466015577316284,0.5847922563552856,0.945054292678833,0.4297053813934326,0.9394930601119995,0.6131727695465088,1.1749595403671265,0.41130900382995605,1.1828396320343018,0.6130280494689941,1.2014806270599365,0.41784125566482544,1.214579463005066,0.6159983277320862,1.2772486209869385,0.40333279967308044,1.2742632627487183
